<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
1.0909,1.09098,1.0902,1.09038,1277
1.09041,1.09061,1.09011,1.09056,594
1.09018,1.09068,1.08992,1.09059,1919
1.09059,1.09102,1.09056,1.09099,1072
1.09098,1.09099,1.0903,1.0903,1118
1.09031,1.09046,1.0893,1.08939,1530
1.08939,1.08941,1.08846,1.08922,2136
1.08923,1.08934,1.08854,1.08866,1145
1.08867,1.08924,1.08861,1.08919,1004
1.0892,1.0896,1.08898,1.08928,805
1.08928,1.0896,1.08897,1.08948,1717
1.08948,1.09067,1.08935,1.09022,2754
1.09022,1.09173,1.09012,1.09069,4191
1.09069,1.09102,1.08934,1.08995,3690
1.08994,1.09102,1.08924,1.09087,2684
1.09088,1.09088,1.08979,1.09,2365
1.09,1.09168,1.08998,1.09153,2022
1.09152,1.0919,1.08897,1.08922,5520
1.08922,1.08999,1.0886,1.08968,4849
1.08968,1.09239,1.08927,1.09232,5364
1.09232,1.09284,1.09196,1.09261,3482
1.09261,1.09377,1.09261,1.09343,1868
1.09343,1.09362,1.09293,1.09339,1406
1.09339,1.0935,1.09295,1.09312,1307
1.09973,1.10018,1.09973,1.10012,1887
1.10012,1.1008,1.10004,1.10059,1353
1.10059,1.10068,1.09986,1.09993,617
1.09983,1.1003,1.09979,1.10012,1081
1.10013,1.10064,1.10004,1.10063,725
1.10061,1.10138,1.1005,1.10108,848
1.10108,1.10206,1.10049,1.10173,1254
1.10174,1.10242,1.10129,1.10228,1522
1.10228,1.10258,1.10197,1.10253,1189
1.10253,1.10299,1.10251,1.10295,805
1.10295,1.10296,1.10214,1.10218,1156
1.10218,1.10265,1.10184,1.10201,1554
1.102,1.10319,1.10143,1.10308,2384
1.10308,1.10413,1.10261,1.10345,3787
1.10344,1.10469,1.10344,1.10397,3050
1.10395,1.1047,1.10367,1.10405,2576
1.10405,1.10407,1.10297,1.1033,2341
1.10329,1.10437,1.1032,1.10396,2316
1.10396,1.10437,1.10216,1.10385,5084
1.10387,1.10435,1.10288,1.10315,4083
1.10315,1.10594,1.10315,1.10528,5564
1.10528,1.10587,1.10478,1.10478,3905
1.10479,1.10529,1.10444,1.1047,2400
1.1047,1.10534,1.10418,1.10493,1919
1.10493,1.10916,1.10373,1.10601,14313
1.10601,1.10638,1.10406,1.10546,8625
1.10545,1.10607,1.10516,1.106,1267
1.10586,1.10663,1.10566,1.10615,518
1.10614,1.10783,1.10614,1.10679,2639
1.10676,1.10727,1.10642,1.10685,1274
1.10687,1.10873,1.10686,1.10758,2259
1.10758,1.10842,1.10713,1.10815,2546
1.10815,1.10877,1.10802,1.10841,2144
1.10842,1.10858,1.10802,1.10813,1323
1.10813,1.10874,1.10795,1.10815,1083
1.10815,1.10878,1.108,1.10841,1467
1.10841,1.10918,1.10727,1.10754,3793
1.10754,1.10768,1.10522,1.1058,4457
1.10581,1.10581,1.10371,1.10403,3780
1.10407,1.10562,1.10366,1.10552,3191
1.1055,1.10634,1.10491,1.10606,2853
1.10606,1.10767,1.10601,1.10745,3195
1.10746,1.10837,1.10013,1.10094,10194
1.10094,1.10555,1.10029,1.10239,10317
1.1024,1.10382,1.09862,1.10007,9905
1.10008,1.10135,1.09953,1.10082,6571
1.10083,1.10306,1.10081,1.10248,4438
1.10247,1.10316,1.10207,1.10216,3076
1.10216,1.10226,1.10113,1.10158,2580
1.10158,1.10201,1.10136,1.10147,1676
1.10147,1.10155,1.10125,1.10138,815
1.10106,1.10141,1.10087,1.10137,307
1.10127,1.10214,1.10095,1.10213,744
1.10213,1.10244,1.10194,1.10228,655
1.10228,1.10296,1.10189,1.1025,1049
1.1025,1.10371,1.1025,1.10354,1498
1.10354,1.10371,1.10273,1.10312,1418
1.10312,1.10446,1.1031,1.1044,1317
1.10441,1.1045,1.10406,1.10418,827
1.10418,1.10464,1.10382,1.104,2105
1.10399,1.10469,1.10301,1.10454,2800
1.10454,1.10479,1.10257,1.10269,3591
1.10269,1.10319,1.10241,1.10283,3053
1.10283,1.10319,1.1022,1.10275,2247
1.10275,1.10311,1.10215,1.1025,1768
1.1025,1.10258,1.10086,1.10095,2187
1.10094,1.10186,1.09667,1.0976,8420
1.09762,1.09962,1.09761,1.09914,7106
1.09914,1.1008,1.09854,1.10069,5110
1.10069,1.10269,1.1005,1.10248,4134
1.10248,1.10367,1.10212,1.10322,2620
1.10322,1.10347,1.10096,1.10116,2542
1.10116,1.1027,1.10108,1.10265,2000
1.10265,1.10265,1.10167,1.10183,1958
1.10183,1.10198,1.10167,1.10182,928
1.102,1.10225,1.10174,1.10208,413
1.10209,1.10225,1.10142,1.10162,951
1.10162,1.10217,1.10142,1.10182,842
1.10183,1.10253,1.10167,1.10242,1540
1.10243,1.10321,1.10187,1.10313,1486
1.10313,1.10371,1.10281,1.1032,1460
1.1032,1.10399,1.10314,1.1039,997
1.10391,1.10443,1.10386,1.10436,1165
1.10436,1.10445,1.10368,1.1039,1403
1.1039,1.10506,1.10375,1.10483,1901
1.10483,1.10502,1.10383,1.10494,2909
1.10493,1.10538,1.10359,1.10362,3318
1.10366,1.10392,1.1023,1.10361,2939
1.10361,1.10503,1.10355,1.1048,2154
1.10481,1.10515,1.10302,1.10351,2555
1.1035,1.10411,1.1032,1.10371,3094
1.10371,1.10444,1.10336,1.10434,2991
1.10435,1.10441,1.1013,1.10159,3585
1.10159,1.10235,1.10117,1.10198,2534
1.10198,1.10292,1.10189,1.10272,1701
1.10272,1.10293,1.10133,1.10157,1288
1.10156,1.10156,1.10051,1.10057,2345
1.1006,1.10078,1.10002,1.10019,1517
1.10018,1.10046,1.10001,1.10043,791
1.09995,1.1005,1.09995,1.10039,1854
1.10039,1.10039,1.1001,1.10013,653
1.10013,1.10024,1.09953,1.09964,595
1.09964,1.09974,1.0985,1.09898,2233
1.09898,1.09949,1.09871,1.09876,1369
1.09876,1.09926,1.0985,1.09905,1108
1.09906,1.0994,1.09881,1.09938,972
1.0994,1.09954,1.09885,1.09889,915
1.09887,1.09943,1.09846,1.09942,1520
1.09942,1.10008,1.09873,1.09943,3040
1.09943,1.10003,1.09728,1.09782,4435
1.09781,1.09863,1.09743,1.09789,3393
1.06461,1.06461,1.06418,1.06427,1398
1.06385,1.06404,1.0636,1.06388,370
1.06394,1.06628,1.06394,1.06623,2422
1.06623,1.06675,1.06516,1.06612,2834
1.06613,1.06719,1.06551,1.06667,3722
1.06667,1.06777,1.06663,1.0677,3225
1.06769,1.06769,1.06659,1.06675,2960
1.06673,1.06784,1.06667,1.06766,1524
1.06765,1.06831,1.06731,1.06772,2312
1.06772,1.06863,1.06756,1.06818,2794
1.06819,1.06949,1.06683,1.06733,7146
1.06733,1.06997,1.06725,1.06904,7752
1.06904,1.06936,1.06599,1.06724,6500
1.06727,1.06766,1.06614,1.0669,5608
1.06693,1.06857,1.06675,1.06843,4980
1.06839,1.06937,1.06809,1.06889,4428
1.06889,1.07319,1.06853,1.07252,8111
1.07253,1.07383,1.07115,1.07282,8963
1.07282,1.07493,1.07278,1.07403,8780
1.07403,1.07607,1.07402,1.07582,7488
1.07582,1.07601,1.07399,1.07503,5863
1.07503,1.07542,1.07377,1.07433,4487
1.07431,1.07529,1.07415,1.07518,4913
1.07518,1.07539,1.07305,1.07311,6409
1.07311,1.07353,1.07301,1.07318,1666
1.07293,1.07316,1.07261,1.07315,1829
1.07315,1.0738,1.07272,1.07325,1834
1.07324,1.07382,1.07204,1.07275,3567
1.07274,1.07397,1.07259,1.07362,2950
1.07362,1.07425,1.07212,1.07308,3550
1.07311,1.07343,1.07257,1.07324,2197
1.07325,1.07341,1.0728,1.07307,1438
1.07307,1.07441,1.07295,1.07427,2300
1.0743,1.07434,1.07262,1.07341,2845
1.07346,1.07397,1.07222,1.07318,6189
1.07318,1.07473,1.07313,1.07386,6375
1.07385,1.07518,1.07296,1.07461,5545
1.07461,1.07461,1.07342,1.07365,4336
1.07365,1.07426,1.07319,1.07352,4075
1.0735,1.07355,1.07154,1.07194,5335
1.07195,1.07254,1.07121,1.07217,5816
1.07219,1.07593,1.07216,1.07407,12770
1.07406,1.07532,1.07218,1.07277,11650
1.07277,1.0742,1.07242,1.07365,8663
1.07365,1.07438,1.07298,1.07334,5550
1.07334,1.07397,1.07275,1.0738,4249
1.07381,1.07432,1.07364,1.0741,3996
1.07409,1.07441,1.07306,1.07361,3431
1.07366,1.07377,1.07318,1.07334,1452
1.07329,1.07368,1.07315,1.07342,2856
1.07347,1.07389,1.07315,1.07383,1062
1.07383,1.07451,1.07372,1.07451,2082
1.07451,1.07451,1.07252,1.0731,2230
1.07308,1.0738,1.07267,1.07268,1764
1.07268,1.07367,1.07263,1.07334,1448
1.0734,1.07394,1.0732,1.07386,910
1.07387,1.07568,1.0737,1.07478,1822
1.0748,1.07552,1.07459,1.07459,1917
1.07459,1.07575,1.07437,1.07469,5159
1.07469,1.07489,1.07289,1.07298,6055
1.07298,1.07483,1.07255,1.07417,5458
1.07417,1.07513,1.07401,1.07493,4187
1.07493,1.07555,1.07436,1.07485,4467
1.07485,1.07489,1.07282,1.07407,4838
1.07407,1.07529,1.07393,1.07499,5004
1.07499,1.07765,1.07451,1.07699,8065
1.07699,1.07749,1.0752,1.07551,8744
1.07551,1.07619,1.07377,1.07388,5364
1.0739,1.07486,1.07364,1.07468,3669
1.07467,1.07671,1.0735,1.07533,5454
1.07533,1.07638,1.07477,1.07634,3463
1.07634,1.07634,1.07525,1.07539,2786
1.07537,1.0758,1.07517,1.07556,1394
1.07535,1.07603,1.07496,1.07557,1033
1.07584,1.07674,1.0756,1.07655,2290
1.07655,1.07746,1.07599,1.07611,3495
1.07612,1.07675,1.07605,1.07667,3132
1.07667,1.07689,1.07615,1.0767,2003
1.0767,1.07712,1.07649,1.07686,1378
1.07686,1.07736,1.0766,1.07716,1292
1.07718,1.07752,1.07624,1.07628,2220
1.07628,1.0769,1.07567,1.07574,2556
1.07571,1.07652,1.07556,1.07627,4470
1.07626,1.07647,1.07455,1.07481,5101
1.07478,1.07735,1.07427,1.07655,6367
1.07654,1.07685,1.07518,1.07625,4972
1.07625,1.07667,1.07591,1.07617,3819
1.07618,1.07667,1.07549,1.07629,4776
1.07628,1.08386,1.07302,1.08291,16572
1.08291,1.08337,1.07515,1.07677,17432
1.07677,1.08097,1.07637,1.0807,17373
1.08069,1.0826,1.08025,1.08225,11737
1.08226,1.0849,1.08214,1.08487,8055
1.08487,1.0867,1.08463,1.08557,8197
1.08557,1.08561,1.08397,1.08494,6182
1.08493,1.08524,1.08413,1.08522,5060
1.08523,1.08551,1.08488,1.08515,1630
1.08497,1.08497,1.08436,1.08465,570
1.08464,1.08599,1.08452,1.08597,2543
1.08595,1.08678,1.08511,1.08522,4168
1.08522,1.08562,1.08455,1.08554,3220
1.08555,1.08563,1.08314,1.08445,3718
1.08449,1.08475,1.08414,1.08454,1854
1.08454,1.08463,1.08376,1.08397,1426
1.08398,1.08435,1.08319,1.08372,2299
1.08372,1.0851,1.08337,1.08451,3518
1.08453,1.08489,1.08332,1.08489,6128
1.08488,1.08645,1.08371,1.08554,8655
1.08554,1.08603,1.08333,1.08426,6408
1.08425,1.08518,1.08372,1.08452,4835
1.08453,1.08458,1.08084,1.08121,6363
1.08121,1.0816,1.08034,1.08119,5809
1.0812,1.08203,1.07926,1.07937,8210
1.07938,1.08202,1.07805,1.08181,9655
1.08173,1.08388,1.08122,1.08296,10677
1.08294,1.08336,1.08012,1.08102,7830
1.08102,1.08318,1.08067,1.08283,4835
1.08283,1.08346,1.08182,1.08312,3429
1.08312,1.08353,1.08267,1.08293,3270
1.08293,1.08358,1.08271,1.08325,3074
1.08329,1.08345,1.08285,1.08323,1328
1.08316,1.08347,1.08287,1.08309,858
1.08306,1.0832,1.08193,1.08226,1901
1.08227,1.08442,1.08208,1.08416,2819
1.08416,1.0872,1.08405,1.0868,3911
1.0868,1.08742,1.08656,1.08667,3429
1.08667,1.08674,1.0859,1.086,1387
1.086,1.08639,1.08508,1.08528,1316
1.08531,1.08611,1.08525,1.08605,1763
1.08603,1.08606,1.0836,1.08395,2621
1.08395,1.08424,1.08268,1.08312,4575
1.08307,1.08321,1.08024,1.08036,7470
1.08035,1.08241,1.08016,1.0821,4815
1.0821,1.08336,1.08207,1.08301,3537
1.08301,1.08367,1.0824,1.08271,3719
1.0827,1.08284,1.08145,1.08153,3446
1.08152,1.08202,1.0806,1.08159,4219
1.08159,1.08256,1.0814,1.0822,3970
1.08221,1.08293,1.08163,1.08252,3355
1.08253,1.08264,1.08174,1.08248,2855
1.08247,1.08267,1.08118,1.08139,1698
1.08138,1.08148,1.08109,1.08129,512
1.0813,1.08194,1.08125,1.08194,444
1.08194,1.08207,1.08175,1.08203,483
1.08205,1.08247,1.08189,1.0821,640
1.08197,1.08222,1.08162,1.08219,1743
1.08219,1.08319,1.08198,1.08297,2556
1.08297,1.08337,1.08256,1.08287,1580
1.06741,1.06899,1.06726,1.06832,3889
1.06832,1.06856,1.06737,1.06744,4652
1.06744,1.06842,1.06633,1.06772,4147
1.06772,1.06851,1.06755,1.06805,2943
1.06808,1.06843,1.06734,1.06758,2700
1.06759,1.06966,1.06738,1.06907,3505
1.06907,1.06955,1.06761,1.06808,4133
1.06808,1.07072,1.06765,1.0705,6454
1.07051,1.07275,1.07021,1.07197,6516
1.07198,1.07234,1.07103,1.07169,4334
1.07168,1.07217,1.07158,1.07184,2621
1.07184,1.073,1.07117,1.07279,2143
1.07279,1.07283,1.07161,1.07174,2309
1.07173,1.07237,1.07141,1.07228,2101
1.07228,1.0725,1.07205,1.07243,835
1.07188,1.07255,1.07188,1.07247,581
1.07247,1.07325,1.0721,1.0731,1372
1.0731,1.07368,1.07299,1.07334,1968
1.07335,1.07342,1.07257,1.07287,2706
1.07287,1.07339,1.07254,1.0732,2508
1.07321,1.07358,1.07295,1.07345,1323
1.07345,1.07399,1.0732,1.07381,1247
1.07378,1.07398,1.07354,1.07384,1736
1.07383,1.07431,1.07341,1.07392,2458
1.07392,1.07467,1.07289,1.07321,4388
1.07323,1.07503,1.0729,1.07487,4467
1.07492,1.0767,1.07446,1.07615,4872
1.07614,1.07664,1.07486,1.07557,3778
1.07557,1.07653,1.07514,1.07552,3270
1.07552,1.0768,1.07488,1.07581,4345
1.0758,1.08045,1.07184,1.07607,15826
1.07611,1.07695,1.07085,1.07523,19105
1.07523,1.0772,1.07068,1.07158,14101
1.07159,1.07341,1.07125,1.07215,11508
1.07215,1.07306,1.07192,1.07279,6642
1.07277,1.07454,1.07273,1.07317,6383
1.07319,1.07411,1.07233,1.07394,5108
1.07391,1.07424,1.07323,1.0738,3566
1.0738,1.07389,1.07348,1.07352,854
1.0736,1.07366,1.0732,1.07343,524
1.07343,1.07394,1.07332,1.07351,1451
1.07352,1.07402,1.07328,1.07381,2206
1.07381,1.07445,1.07359,1.07397,2304
1.07397,1.07399,1.07233,1.07247,2645
1.07247,1.07277,1.07171,1.07181,2295
1.07181,1.07208,1.07145,1.07182,1699
1.0718,1.07211,1.07137,1.07152,1787
1.07152,1.072,1.07038,1.07074,2811
1.07075,1.07188,1.07,1.07082,5933
1.07084,1.07287,1.07049,1.07241,6117
1.07242,1.07299,1.07166,1.07258,3903
1.07257,1.07331,1.07156,1.07157,3341
1.07159,1.07243,1.07103,1.07111,3003
1.07111,1.07181,1.06969,1.06977,3787
1.06977,1.0706,1.06741,1.06831,10752
1.06831,1.06892,1.06659,1.06695,10655
1.06696,1.06846,1.06652,1.0676,8808
1.0676,1.06878,1.06672,1.06822,6057
1.06823,1.06824,1.06619,1.06669,4079
1.06669,1.06783,1.06606,1.06758,3233
1.06758,1.06863,1.06755,1.06809,2494
1.06812,1.06903,1.06797,1.06903,2117
1.06902,1.06915,1.06864,1.06864,970
1.06862,1.06899,1.06796,1.06884,4779
1.06884,1.06921,1.06864,1.06911,1448
1.06913,1.06955,1.06845,1.06894,3071
1.06893,1.0708,1.06869,1.07049,3542
1.07048,1.07149,1.07026,1.07125,2605
1.07125,1.07128,1.07076,1.07095,1899
1.07095,1.07105,1.07068,1.07071,1419
1.07071,1.07087,1.07011,1.07055,1497
1.07054,1.0709,1.06963,1.06999,2431
1.06998,1.07104,1.06969,1.0709,3803
1.0709,1.07225,1.07007,1.07071,5493
1.0707,1.07129,1.06891,1.07005,4738
1.07005,1.07128,1.07,1.07064,3314
1.07063,1.07068,1.06937,1.07052,3419
1.07052,1.07082,1.06918,1.06939,3473
1.06939,1.07089,1.06699,1.06795,11537
1.06794,1.06893,1.06597,1.06629,10646
1.06627,1.06827,1.06546,1.06731,9380
1.06732,1.06912,1.06682,1.06832,7081
1.0683,1.06961,1.0678,1.0693,4646
1.06929,1.06962,1.06833,1.06921,4347
1.06921,1.06976,1.06895,1.06904,2828
1.06902,1.0691,1.06694,1.06737,6791
1.06737,1.06756,1.067,1.06716,1305
1.0672,1.06742,1.06679,1.06693,552
1.06695,1.06695,1.06623,1.06657,1467
1.06654,1.06656,1.0655,1.06601,1996
1.06601,1.06656,1.06523,1.06534,2531
1.06534,1.0655,1.06486,1.0651,2168
1.06509,1.06557,1.06488,1.06527,1582
1.06527,1.0653,1.06328,1.06383,2112
1.06382,1.06407,1.06355,1.06384,1906
1.06384,1.06389,1.06318,1.06346,2393
1.06344,1.06464,1.06296,1.06442,4691
1.06441,1.0647,1.06307,1.0644,5114
1.0644,1.06613,1.06357,1.0637,4633
1.06369,1.06447,1.06326,1.06417,3522
1.06417,1.06421,1.06238,1.06258,3643
1.06258,1.06267,1.06128,1.06201,4618
1.06202,1.06439,1.06202,1.06413,5339
1.06413,1.06557,1.06368,1.06404,7187
1.06404,1.06822,1.06404,1.06622,11227
1.06622,1.06796,1.06568,1.06771,6624
1.06772,1.06939,1.06769,1.06786,4677
1.06789,1.06909,1.06776,1.06855,2940
1.06856,1.0697,1.06855,1.06964,2915
1.06964,1.06985,1.06935,1.06948,3276
1.0695,1.06977,1.06925,1.06935,913
1.06864,1.0693,1.06845,1.06898,1433
1.06898,1.06932,1.06821,1.06841,1898
1.06841,1.06856,1.0673,1.06791,2190
1.06791,1.06811,1.06735,1.06759,2142
1.06759,1.06868,1.06754,1.06838,2046
1.06838,1.06842,1.0679,1.06818,1499
1.06818,1.06912,1.06815,1.06867,1569
1.06867,1.06934,1.06838,1.06909,1608
1.0691,1.06939,1.06877,1.06907,2356
1.06907,1.07038,1.06877,1.07018,3022
1.07018,1.07047,1.06854,1.0693,3471
1.0693,1.06993,1.06792,1.06794,3390
1.06794,1.0689,1.06781,1.06883,2562
1.0688,1.06923,1.06831,1.06853,2491
1.06857,1.06863,1.06705,1.06713,2394
1.06713,1.06863,1.06704,1.06806,2980
1.06806,1.06916,1.06784,1.06887,2716
1.06886,1.06939,1.06837,1.06862,2519
1.06863,1.06891,1.06832,1.06885,1540
1.06884,1.06906,1.06842,1.06856,933
1.06858,1.06869,1.06835,1.06836,454
1.06836,1.06875,1.06836,1.06874,468
1.06874,1.06874,1.06844,1.06844,432
1.06847,1.0686,1.06821,1.06853,643
1.06837,1.06867,1.06818,1.06837,2044
1.06839,1.06885,1.06822,1.06823,720
1.06823,1.06852,1.0677,1.06771,1732
1.06771,1.06778,1.06674,1.06737,2453
1.06737,1.06752,1.06633,1.06635,2027
1.06635,1.06667,1.0662,1.06667,1669
1.06667,1.06698,1.06628,1.06686,1011
1.06685,1.06742,1.06661,1.06738,1537
1.06738,1.06738,1.06669,1.06714,1777
1.06714,1.06725,1.066,1.06696,3303
1.06696,1.06881,1.06596,1.06602,6673
1.06604,1.06751,1.06428,1.06625,7504
1.06625,1.06679,1.06458,1.06489,4593
1.06489,1.06609,1.06464,1.06574,3660
1.06574,1.06648,1.06472,1.066,3922
1.066,1.06696,1.06517,1.06529,6013
1.06529,1.06733,1.06439,1.06489,9364
1.06488,1.06983,1.06458,1.06854,10183
1.06857,1.06857,1.06561,1.06564,5323
1.06562,1.06629,1.06528,1.06607,3235
1.06607,1.06614,1.06375,1.06428,2692
1.06429,1.06524,1.06399,1.06486,2412
1.06487,1.06525,1.06453,1.06456,2354
1.06457,1.06486,1.06431,1.06465,694
1.06445,1.0649,1.06426,1.06468,6396
1.06466,1.06534,1.06466,1.06514,805
1.06514,1.06584,1.06485,1.06579,2524
1.06568,1.0664,1.0654,1.06577,2768
1.06577,1.06607,1.06536,1.06561,2417
1.06561,1.06626,1.0655,1.06596,1240
1.06597,1.066,1.06564,1.06586,1030
1.06585,1.0659,1.06513,1.06576,1399
1.06576,1.06601,1.06553,1.06563,1411
1.06566,1.06636,1.06525,1.06537,3231
1.06536,1.06578,1.06429,1.06455,4836
1.06449,1.06507,1.06357,1.06376,5418
1.06375,1.06422,1.0625,1.06251,4624
1.0625,1.06362,1.06246,1.06303,3804
1.06306,1.06479,1.06256,1.06479,4850
1.06479,1.06506,1.06362,1.06463,4984
1.06463,1.06605,1.06411,1.06498,6970
1.06499,1.06576,1.0625,1.06268,8568
1.06266,1.06341,1.06173,1.06229,6514
1.06229,1.06346,1.06181,1.06282,3290
1.06283,1.06361,1.06222,1.06246,3259
1.06246,1.06342,1.05993,1.06009,10410
1.0601,1.06072,1.05992,1.06028,3990
1.06028,1.06055,1.06011,1.06045,875
1.06036,1.0605,1.06005,1.06042,301
1.06037,1.06083,1.06029,1.06053,1093
1.0904,1.09112,1.08862,1.08862,4696
1.08864,1.08997,1.08798,1.08915,6205
1.08914,1.08993,1.08676,1.08708,7851
1.08708,1.08748,1.08607,1.08659,5661
1.08658,1.08669,1.08575,1.08578,4257
1.08578,1.08607,1.08502,1.08545,3429
1.08546,1.08556,1.08393,1.08462,3208
1.08461,1.08546,1.08442,1.08459,3198
1.08464,1.08525,1.08456,1.085,1278
1.0848,1.08513,1.0846,1.08503,2063
1.0851,1.0851,1.08465,1.08496,749
1.08502,1.08572,1.08486,1.08539,1950
1.0854,1.08601,1.0851,1.08576,1792
1.08576,1.0859,1.085,1.08519,1750
1.08519,1.08527,1.08442,1.08446,1262
1.08446,1.08462,1.08395,1.0846,1160
1.0846,1.08469,1.08332,1.08347,1455
1.08349,1.08423,1.08317,1.08395,2103
1.08396,1.08498,1.08343,1.08442,4136
1.08442,1.0845,1.08026,1.08036,6887
1.08033,1.08345,1.08017,1.08296,5425
1.08295,1.08315,1.08203,1.0823,4065
1.08228,1.08382,1.08215,1.08359,3700
1.08362,1.08388,1.08256,1.08262,3964
1.08261,1.08634,1.08261,1.08512,9388
1.08513,1.08646,1.08432,1.08479,8149
1.08474,1.08626,1.08336,1.08597,10267
1.08597,1.08678,1.08533,1.08571,7095
1.0857,1.08664,1.08508,1.08652,3539
1.08653,1.0875,1.08647,1.08724,2387
1.08725,1.08741,1.08631,1.08642,2411
1.08643,1.08731,1.08599,1.08721,3085
1.08723,1.08727,1.08607,1.08614,2052
1.08607,1.08639,1.08577,1.08606,369
1.08606,1.08654,1.08591,1.08604,922
1.08607,1.08642,1.08585,1.08624,1378
1.08624,1.08637,1.08571,1.08573,1732
1.08573,1.08573,1.08523,1.08538,1264
1.0854,1.08628,1.08525,1.08628,867
1.08627,1.08689,1.08626,1.08658,866
1.08657,1.08749,1.08654,1.08717,790
1.08717,1.08769,1.08658,1.08697,1448
1.08697,1.08838,1.08667,1.08802,4274
1.08802,1.08886,1.08697,1.08875,5108
1.08876,1.08886,1.08786,1.08833,3924
1.08825,1.08939,1.08792,1.08922,3755
1.08923,1.08969,1.08886,1.08926,3173
1.08926,1.08979,1.08881,1.08914,2993
1.08917,1.091,1.08882,1.09042,6057
1.09041,1.09109,1.09011,1.0904,5194
1.09046,1.09247,1.08896,1.09197,9919
1.09197,1.09241,1.09143,1.09166,4660
1.09166,1.09192,1.09048,1.09079,3565
1.0908,1.09209,1.09062,1.09162,3558
1.09057,1.0987,1.08885,1.09779,20733
1.09781,1.10014,1.09695,1.09883,12594
1.09882,1.09907,1.09833,1.09886,2484
1.0987,1.09894,1.0984,1.09865,1010
1.09865,1.10329,1.0985,1.10127,3868
1.10127,1.10267,1.10104,1.10188,2827
1.1019,1.10212,1.10064,1.10134,2995
1.10131,1.10213,1.1012,1.10188,2589
1.10188,1.10207,1.10147,1.10176,1646
1.10173,1.10255,1.10158,1.10198,1430
1.10197,1.1025,1.10192,1.10202,2135
1.10201,1.10218,1.10045,1.10052,2523
1.10057,1.10148,1.09913,1.09936,4655
1.09936,1.10106,1.09915,1.10052,5618
1.10052,1.10063,1.09888,1.09987,5151
1.09987,1.10004,1.09806,1.0983,4426
1.0983,1.10023,1.09822,1.09993,3816
1.09993,1.10043,1.09825,1.09842,9389
1.09842,1.10039,1.09438,1.09452,11970
1.09452,1.09665,1.09048,1.09052,14418
1.09051,1.09398,1.08853,1.09369,10831
1.09366,1.0949,1.09072,1.0917,6637
1.09171,1.09269,1.09057,1.09084,5170
1.09089,1.09229,1.09079,1.09193,3704
1.09193,1.09225,1.09053,1.0908,5647
1.09081,1.09151,1.09055,1.09139,5680
1.09139,1.09163,1.09081,1.09099,4179
1.09081,1.09092,1.09058,1.09072,411
1.09072,1.09115,1.09042,1.09047,1028
1.09047,1.09052,1.08923,1.08974,2532
1.08968,1.08996,1.08912,1.08937,2125
1.08937,1.0896,1.08879,1.08896,2075
1.08896,1.08959,1.08894,1.08939,1280
1.08939,1.08947,1.08872,1.08931,1280
1.08931,1.08985,1.089,1.08937,1666
1.08938,1.08999,1.08915,1.08984,1929
1.08977,1.0906,1.0882,1.08995,5192
1.08995,1.09075,1.08848,1.09035,5441
1.09036,1.0931,1.08936,1.09301,5266
1.09299,1.09368,1.09251,1.09351,4248
1.09353,1.09371,1.09247,1.09292,3698
1.09292,1.09371,1.0926,1.09328,3709
1.09318,1.09402,1.08265,1.08399,14065
1.08398,1.08717,1.08327,1.08635,13245
1.08618,1.08762,1.08094,1.08584,16077
1.08584,1.08617,1.08235,1.08252,9245
1.08251,1.08369,1.08222,1.08247,5555
1.08247,1.08249,1.08054,1.08119,5499
1.08118,1.08146,1.08019,1.08047,4719
1.08046,1.08048,1.07932,1.07934,4163
1.07939,1.08007,1.07923,1.07932,1769
1.07854,1.07934,1.07839,1.07904,470
1.07905,1.07978,1.07848,1.07895,4245
1.07894,1.07949,1.07814,1.07887,3759
1.07885,1.07941,1.07843,1.07851,3125
1.07851,1.07982,1.07822,1.07906,3499
1.07906,1.07982,1.07892,1.07902,2431
1.07902,1.07989,1.07887,1.07963,2277
1.07962,1.07981,1.07901,1.07968,1885
1.07968,1.0798,1.07865,1.07873,2231
1.07873,1.07965,1.078,1.078,4573
1.078,1.07954,1.07748,1.07853,6428
1.07853,1.07883,1.07652,1.07667,5894
1.07667,1.07776,1.07599,1.0766,5200
1.07659,1.07674,1.07568,1.07662,3679
1.07662,1.07832,1.07657,1.07732,3859
1.0773,1.07779,1.07572,1.07581,6297
1.07581,1.07662,1.07391,1.07445,8354
1.07447,1.07479,1.07221,1.07301,8503
1.07303,1.07394,1.07174,1.07213,6377
1.07213,1.0722,1.07095,1.07132,4390
1.07132,1.07267,1.07103,1.07264,3269
1.07263,1.07373,1.07235,1.07247,3579
1.07247,1.0731,1.07185,1.07298,3706
1.07295,1.07303,1.07236,1.07249,1005
1.07242,1.07277,1.07203,1.07258,2345
1.07259,1.07292,1.07232,1.07291,1115
1.0729,1.07363,1.07282,1.07362,1608
1.07365,1.07425,1.07336,1.07412,2441
1.07412,1.07416,1.07361,1.0741,2063
1.07411,1.07427,1.07359,1.07383,2928
1.07382,1.07383,1.07286,1.07328,2029
1.0733,1.07418,1.07307,1.07404,2294
1.07404,1.07438,1.07352,1.07393,2508
1.07392,1.07398,1.07231,1.07242,5148
1.07242,1.07261,1.06971,1.07192,8518
1.07191,1.0735,1.07107,1.0711,6238
1.07109,1.07227,1.07068,1.07137,4859
