<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2023.02.22,6:00:00,1.06597,1.066,1.06564,1.06586,1030
2023.02.22,7:00:00,1.06585,1.0659,1.06513,1.06576,1399
2023.02.22,8:00:00,1.06576,1.06601,1.06553,1.06563,1411
2023.02.22,9:00:00,1.06566,1.06636,1.06525,1.06537,3231
2023.02.22,10:00:00,1.06536,1.06578,1.06429,1.06455,4836
2023.02.22,11:00:00,1.06449,1.06507,1.06357,1.06376,5418
2023.02.22,12:00:00,1.06375,1.06422,1.0625,1.06251,4624
2023.02.22,13:00:00,1.0625,1.06362,1.06246,1.06303,3804
2023.02.22,14:00:00,1.06306,1.06479,1.06256,1.06479,4850
2023.02.22,15:00:00,1.06479,1.06506,1.06362,1.06463,4984
2023.02.22,16:00:00,1.06463,1.06605,1.06411,1.06498,6970
2023.02.22,17:00:00,1.06499,1.06576,1.0625,1.06268,8568
2023.02.22,18:00:00,1.06266,1.06341,1.06173,1.06229,6514
2023.02.22,19:00:00,1.06229,1.06346,1.06181,1.06282,3290
2023.02.22,20:00:00,1.06283,1.06361,1.06222,1.06246,3259
2023.02.22,21:00:00,1.06246,1.06342,1.05993,1.06009,10410
2023.02.22,22:00:00,1.0601,1.06072,1.05992,1.06028,3990
2023.02.22,23:00:00,1.06028,1.06055,1.06011,1.06045,875
2023.02.23,0:00:00,1.06036,1.0605,1.06005,1.06042,301
2023.02.23,1:00:00,1.06037,1.06083,1.06029,1.06053,1093
2023.02.23,2:00:00,1.06053,1.06121,1.06049,1.06115,1076
2023.02.23,3:00:00,1.06115,1.06216,1.06108,1.06197,1852
2023.02.23,4:00:00,1.06197,1.06247,1.06145,1.0623,1464
2023.02.23,5:00:00,1.0623,1.06247,1.06212,1.06224,1180
2023.02.23,6:00:00,1.06223,1.06245,1.06192,1.06244,662
2023.02.23,7:00:00,1.06245,1.06246,1.06153,1.06225,1292
2023.02.23,8:00:00,1.06225,1.06278,1.06197,1.06225,1522
2023.02.23,9:00:00,1.06223,1.06242,1.06105,1.06165,3849
2023.02.23,10:00:00,1.06165,1.06178,1.06031,1.0606,5529
2023.02.23,11:00:00,1.0606,1.06065,1.05874,1.0591,4956
2023.02.23,12:00:00,1.05907,1.06015,1.05873,1.0598,3580
2023.02.23,13:00:00,1.0598,1.06044,1.0586,1.06041,3221
2023.02.23,14:00:00,1.06041,1.06192,1.06011,1.06139,4050
2023.02.23,15:00:00,1.06139,1.06211,1.05943,1.06077,9234
2023.02.23,16:00:00,1.06079,1.06165,1.05951,1.0607,9579
2023.02.23,17:00:00,1.0607,1.06087,1.05876,1.0597,9111
2023.02.23,18:00:00,1.0597,1.05984,1.05792,1.05824,6612
2023.02.23,19:00:00,1.05825,1.05858,1.05771,1.05854,4007
2023.02.23,20:00:00,1.05854,1.05933,1.0581,1.05882,3750
2023.02.23,21:00:00,1.05882,1.0603,1.05869,1.05957,3830
2023.02.23,22:00:00,1.05957,1.06033,1.05954,1.06032,2797
2023.02.23,23:00:00,1.06033,1.06033,1.05931,1.05971,1127
2023.02.24,0:00:00,1.05926,1.0596,1.059,1.05945,663
2023.02.24,1:00:00,1.0595,1.06016,1.05938,1.05975,1034
2023.02.24,2:00:00,1.05976,1.06069,1.05951,1.06069,2951
2023.02.24,3:00:00,1.06069,1.06143,1.05936,1.06013,4786
2023.02.24,4:00:00,1.06012,1.06063,1.05947,1.0597,2407
2023.02.24,5:00:00,1.0597,1.06052,1.05967,1.05999,1574
2023.02.24,6:00:00,1.05999,1.06014,1.05958,1.06001,1307
2023.02.24,7:00:00,1.06,1.06023,1.05973,1.05975,1654
2023.02.24,8:00:00,1.05977,1.06023,1.05966,1.05986,2160
2023.02.24,9:00:00,1.05987,1.05987,1.05884,1.05894,4324
2023.02.24,10:00:00,1.05894,1.0596,1.058,1.05891,6284
2023.02.24,11:00:00,1.05889,1.05928,1.05845,1.05858,4110
2023.02.24,12:00:00,1.05857,1.05962,1.05827,1.05866,3349
2023.02.24,13:00:00,1.05866,1.05904,1.05735,1.05798,4270
2023.02.24,14:00:00,1.05798,1.05798,1.05643,1.05663,4633
2023.02.24,15:00:00,1.05663,1.05763,1.05438,1.05539,11931
2023.02.24,16:00:00,1.05539,1.05607,1.05362,1.05476,12606
2023.02.24,17:00:00,1.05474,1.05598,1.05402,1.05422,12432
2023.02.24,18:00:00,1.05423,1.05597,1.05402,1.05438,6991
2023.02.24,19:00:00,1.0544,1.05589,1.05431,1.05472,4280
2023.02.24,20:00:00,1.05472,1.05552,1.05441,1.05453,3813
2023.02.24,21:00:00,1.05453,1.05544,1.05441,1.05509,3394
2023.02.24,22:00:00,1.05507,1.05557,1.05465,1.05472,3685
2023.02.24,23:00:00,1.05471,1.05486,1.05438,1.05446,991
2023.02.27,0:00:00,1.05473,1.05475,1.05446,1.05449,295
2023.02.27,1:00:00,1.0545,1.05552,1.05441,1.05532,1371
2023.02.27,2:00:00,1.05533,1.05556,1.05451,1.05546,2842
2023.02.27,3:00:00,1.05546,1.05593,1.05523,1.05592,2249
2023.02.27,4:00:00,1.05589,1.05599,1.05523,1.05533,1842
2023.02.27,5:00:00,1.05533,1.05547,1.054,1.05442,1821
2023.02.27,6:00:00,1.05442,1.05494,1.05434,1.05489,1241
2023.02.27,7:00:00,1.05489,1.05506,1.05389,1.05395,1733
2023.02.27,8:00:00,1.05395,1.0548,1.0533,1.05379,2615
2023.02.27,9:00:00,1.05379,1.0553,1.05354,1.05479,4539
2023.02.27,10:00:00,1.0548,1.05614,1.0548,1.05527,5814
2023.02.27,11:00:00,1.05525,1.05588,1.05492,1.05512,4251
2023.02.27,12:00:00,1.05512,1.0568,1.05488,1.05677,3651
2023.02.27,13:00:00,1.05676,1.05694,1.05589,1.05622,3156
2023.02.27,14:00:00,1.05622,1.05662,1.05556,1.05585,2978
2023.02.27,15:00:00,1.05584,1.05834,1.05499,1.05829,6709
2023.02.27,16:00:00,1.05831,1.05941,1.0576,1.05899,7292
2023.02.27,17:00:00,1.05899,1.06199,1.05872,1.06011,8292
2023.02.27,18:00:00,1.06011,1.06043,1.05796,1.05953,5022
2023.02.27,19:00:00,1.05953,1.06021,1.05864,1.06013,3556
2023.02.27,20:00:00,1.06013,1.06077,1.05988,1.06068,2795
2023.02.27,21:00:00,1.06068,1.06129,1.06063,1.06076,2965
2023.02.27,22:00:00,1.06076,1.06097,1.06045,1.06081,3292
2023.02.27,23:00:00,1.0608,1.06101,1.06065,1.06096,717
2023.02.28,0:00:00,1.06037,1.0609,1.06029,1.0604,1184
2023.02.28,1:00:00,1.06044,1.06105,1.0604,1.06096,1005
2023.02.28,2:00:00,1.06096,1.06148,1.06059,1.06097,1478
2023.02.28,3:00:00,1.06096,1.06103,1.05861,1.05865,2276
2023.02.28,4:00:00,1.05867,1.05987,1.05856,1.05952,1700
2023.02.28,5:00:00,1.05953,1.05963,1.05911,1.05925,1196
2023.02.28,6:00:00,1.05924,1.05927,1.05871,1.05901,1199
2023.02.28,7:00:00,1.05901,1.05908,1.05821,1.05848,1855
2023.02.28,8:00:00,1.05847,1.05927,1.05821,1.05873,2073
2023.02.28,9:00:00,1.05874,1.05969,1.05821,1.05935,3905
2023.02.28,10:00:00,1.05945,1.06201,1.05945,1.06159,5904
2023.02.28,11:00:00,1.06161,1.06254,1.06037,1.0606,4707
2023.02.28,12:00:00,1.0606,1.06172,1.06057,1.06163,3640
2023.02.28,13:00:00,1.06164,1.06187,1.06072,1.06092,3055
2023.02.28,14:00:00,1.06092,1.06195,1.06061,1.06177,3165
2023.02.28,15:00:00,1.06176,1.06319,1.06138,1.06313,4527
2023.02.28,16:00:00,1.06313,1.06408,1.0614,1.06335,6180
2023.02.28,17:00:00,1.06333,1.06454,1.06016,1.06051,10212
2023.02.28,18:00:00,1.06052,1.06172,1.06002,1.06008,6088
2023.02.28,19:00:00,1.06007,1.06099,1.05953,1.06056,3230
2023.02.28,20:00:00,1.06054,1.06068,1.05882,1.05914,2504
2023.02.28,21:00:00,1.05914,1.05958,1.05826,1.05839,2378
2023.02.28,22:00:00,1.05837,1.05839,1.05765,1.05765,1944
2023.02.28,23:00:00,1.05766,1.05787,1.05739,1.05741,996
2023.03.01,0:00:00,1.05767,1.05787,1.05754,1.05782,3415
2023.03.01,1:00:00,1.05782,1.05803,1.0575,1.05765,1141
2023.03.01,2:00:00,1.05766,1.05771,1.05654,1.05683,2297
2023.03.01,3:00:00,1.05685,1.05851,1.05672,1.05843,3096
2023.03.01,4:00:00,1.05844,1.05864,1.05814,1.05834,1650
2023.03.01,5:00:00,1.05833,1.05955,1.05819,1.05933,1671
2023.03.01,6:00:00,1.05933,1.05943,1.05882,1.05892,1347
2023.03.01,7:00:00,1.0589,1.05953,1.05889,1.0591,1615
2023.03.01,8:00:00,1.05911,1.06148,1.05894,1.06072,2987
2023.03.01,9:00:00,1.06073,1.06452,1.06045,1.06417,5511
2023.03.01,10:00:00,1.06417,1.0649,1.06258,1.06484,7209
2023.03.01,11:00:00,1.06484,1.06576,1.06377,1.06424,5041
2023.03.01,12:00:00,1.06423,1.06695,1.064,1.06681,5815
2023.03.01,13:00:00,1.06681,1.06741,1.06551,1.06699,4550
2023.03.01,14:00:00,1.06699,1.06873,1.06636,1.06869,4254
2023.03.01,15:00:00,1.06869,1.06916,1.06692,1.06715,5339
2023.03.01,16:00:00,1.06715,1.06798,1.06651,1.06661,6838
2023.03.01,17:00:00,1.0666,1.06787,1.06434,1.06722,11945
2023.03.01,18:00:00,1.06722,1.06786,1.06594,1.06733,6490
2023.03.01,19:00:00,1.06734,1.06782,1.06644,1.06653,4041
2023.03.01,20:00:00,1.06654,1.06654,1.06501,1.0652,2383
2023.03.01,21:00:00,1.0652,1.06591,1.06465,1.06573,2542
2023.03.01,22:00:00,1.06572,1.06659,1.06563,1.06649,2520
2023.03.01,23:00:00,1.06649,1.06713,1.06645,1.06694,782
2023.03.02,0:00:00,1.06661,1.06691,1.0664,1.06675,961
2023.03.02,1:00:00,1.06675,1.06723,1.06655,1.06684,854
2023.03.02,2:00:00,1.06687,1.06728,1.06582,1.06604,1708
2023.03.02,3:00:00,1.06604,1.0662,1.06466,1.06514,3197
2023.03.02,4:00:00,1.06514,1.06568,1.06487,1.06557,2230
2023.03.02,5:00:00,1.06557,1.06559,1.06446,1.06456,1730
2023.03.02,6:00:00,1.06459,1.06508,1.06454,1.06481,1146
2023.03.02,7:00:00,1.06481,1.06489,1.06373,1.06414,1774
2023.03.02,8:00:00,1.06413,1.06437,1.06354,1.06394,2240
2023.03.02,9:00:00,1.06397,1.06448,1.06324,1.06364,3995
2023.03.02,10:00:00,1.06366,1.06391,1.06262,1.06386,6447
2023.03.02,11:00:00,1.06386,1.0643,1.06192,1.06239,5448
2023.03.02,12:00:00,1.0624,1.06313,1.0613,1.0614,5693
2023.03.02,13:00:00,1.0614,1.06307,1.06138,1.06251,4589
2023.03.02,14:00:00,1.06253,1.06312,1.06047,1.0606,5144
2023.03.02,15:00:00,1.0606,1.061,1.05819,1.05861,8606
2023.03.02,16:00:00,1.05859,1.06075,1.05857,1.05993,9220
2023.03.02,17:00:00,1.05996,1.06147,1.05937,1.06087,8670
2023.03.02,18:00:00,1.06088,1.0613,1.05924,1.0594,5567
2023.03.02,19:00:00,1.05943,1.05952,1.05766,1.05798,3955
2023.03.02,20:00:00,1.05799,1.05942,1.05765,1.0593,4128
2023.03.02,21:00:00,1.0593,1.05995,1.05889,1.05904,4243
2023.03.02,22:00:00,1.05903,1.06065,1.05861,1.06005,3795
2023.03.02,23:00:00,1.06005,1.06005,1.05959,1.05972,1170
2023.03.03,0:00:00,1.05956,1.05977,1.05936,1.05971,404
2023.03.03,1:00:00,1.05971,1.06006,1.05942,1.05981,1190
2023.03.03,2:00:00,1.05981,1.06117,1.05968,1.06107,1476
2023.03.03,3:00:00,1.06107,1.06144,1.06052,1.06084,2683
2023.03.03,4:00:00,1.06085,1.06149,1.06019,1.06026,2311
2023.03.03,5:00:00,1.06025,1.06075,1.06021,1.06062,1410
2023.03.03,6:00:00,1.06062,1.06098,1.06052,1.06086,829
2023.03.03,7:00:00,1.06088,1.06134,1.06083,1.06091,1145
2023.03.03,8:00:00,1.06092,1.06231,1.06091,1.06213,2100
2023.03.03,9:00:00,1.06213,1.0623,1.06094,1.061,3782
2023.03.03,10:00:00,1.06101,1.06292,1.06101,1.06213,5221
2023.03.03,11:00:00,1.06212,1.06212,1.06074,1.06099,5254
2023.03.03,12:00:00,1.061,1.06233,1.06005,1.06167,4382
2023.03.03,13:00:00,1.06167,1.06182,1.061,1.06147,3510
2023.03.03,14:00:00,1.06147,1.06186,1.06032,1.06127,3523
2023.03.03,15:00:00,1.06127,1.06297,1.06107,1.06225,5412
2023.03.03,16:00:00,1.06225,1.06296,1.06115,1.06136,6902
2023.03.03,17:00:00,1.06135,1.06179,1.05884,1.05977,11273
2023.03.03,18:00:00,1.05977,1.06173,1.05926,1.0616,5744
2023.03.03,19:00:00,1.06157,1.06254,1.06119,1.06249,4352
2023.03.03,20:00:00,1.06249,1.06274,1.06201,1.06246,2647
2023.03.03,21:00:00,1.06244,1.06357,1.06234,1.06348,3071
2023.03.03,22:00:00,1.06347,1.06387,1.06304,1.06353,3573
2023.03.03,23:00:00,1.0635,1.06351,1.06301,1.06328,1111
2023.03.06,0:00:00,1.06247,1.06264,1.06217,1.06252,1161
2023.03.06,1:00:00,1.06255,1.06281,1.06228,1.06255,1307
2023.03.06,2:00:00,1.06258,1.06367,1.06254,1.06267,1489
2023.03.06,3:00:00,1.06273,1.06381,1.0624,1.06364,1969
2023.03.06,4:00:00,1.06364,1.06501,1.06281,1.06452,2105
2023.03.06,5:00:00,1.06455,1.06492,1.06436,1.06458,1710
2023.03.06,6:00:00,1.06458,1.06467,1.06412,1.06427,1079
2023.03.06,7:00:00,1.06428,1.0649,1.06411,1.06485,1186
2023.03.06,8:00:00,1.06486,1.06523,1.06373,1.06435,1928
2023.03.06,9:00:00,1.06435,1.06569,1.06427,1.06485,3929
2023.03.06,10:00:00,1.06479,1.06574,1.06417,1.06417,5165
2023.03.06,11:00:00,1.06418,1.06468,1.06281,1.06292,4316
2023.03.06,12:00:00,1.06293,1.0638,1.06253,1.06283,3295
2023.03.06,13:00:00,1.06283,1.06479,1.06222,1.06394,4752
2023.03.06,14:00:00,1.06394,1.06432,1.06324,1.06414,3558
2023.03.06,15:00:00,1.06413,1.06583,1.06403,1.06547,4924
2023.03.06,16:00:00,1.06547,1.06737,1.06503,1.06688,7022
2023.03.06,17:00:00,1.06688,1.06897,1.06616,1.06788,7738
2023.03.06,18:00:00,1.06788,1.06942,1.06756,1.06937,4926
2023.03.06,19:00:00,1.06937,1.06945,1.068,1.06852,3238
2023.03.06,20:00:00,1.06851,1.0686,1.06718,1.06738,2768
2023.03.06,21:00:00,1.06737,1.06774,1.06684,1.06758,2738
2023.03.06,22:00:00,1.06756,1.06784,1.06721,1.06773,3012
2023.03.06,23:00:00,1.06772,1.06838,1.0676,1.0683,997
2023.03.07,0:00:00,1.068,1.06814,1.06744,1.06807,1626
2023.03.07,1:00:00,1.06804,1.06868,1.06773,1.06852,987
2023.03.07,2:00:00,1.06852,1.06861,1.06775,1.06791,1125
2023.03.07,3:00:00,1.06791,1.06888,1.06762,1.06865,1672
2023.03.07,4:00:00,1.06864,1.06926,1.06843,1.06878,1682
2023.03.07,5:00:00,1.06879,1.06919,1.06845,1.0691,2016
2023.03.07,6:00:00,1.0691,1.06932,1.06883,1.06904,967
2023.03.07,7:00:00,1.06904,1.06906,1.06814,1.06854,1086
2023.03.07,8:00:00,1.06853,1.06869,1.06762,1.06764,1802
2023.03.07,9:00:00,1.06763,1.06945,1.06747,1.06857,4324
2023.03.07,10:00:00,1.06855,1.06865,1.067,1.06738,5808
2023.03.07,11:00:00,1.06734,1.06734,1.06557,1.06569,5322
2023.03.07,12:00:00,1.06569,1.06666,1.06543,1.06607,3521
2023.03.07,13:00:00,1.06607,1.0669,1.06556,1.06567,3755
2023.03.07,14:00:00,1.06567,1.06715,1.06502,1.06697,3743
2023.03.07,15:00:00,1.06697,1.0672,1.06528,1.06564,5164
2023.03.07,16:00:00,1.06562,1.06612,1.06403,1.06479,6932
2023.03.07,17:00:00,1.06479,1.06479,1.0574,1.05856,18097
2023.03.07,18:00:00,1.05854,1.0596,1.05702,1.05726,10326
2023.03.07,19:00:00,1.05727,1.05882,1.0566,1.05673,8274
2023.03.07,20:00:00,1.05674,1.05739,1.05522,1.05559,5205
2023.03.07,21:00:00,1.05557,1.05601,1.0546,1.05517,3631
2023.03.07,22:00:00,1.05517,1.05574,1.05498,1.05508,3595
2023.03.07,23:00:00,1.05508,1.05525,1.05471,1.05495,850
2023.03.08,0:00:00,1.05469,1.0553,1.05459,1.05506,353
2023.03.08,1:00:00,1.05507,1.05511,1.0548,1.05481,1037
2023.03.08,2:00:00,1.05484,1.05504,1.05421,1.05501,1618
2023.03.08,3:00:00,1.05501,1.05505,1.05435,1.05447,1847
2023.03.08,4:00:00,1.05448,1.0547,1.0532,1.05324,1544
2023.03.08,5:00:00,1.05325,1.05373,1.05277,1.05294,1538
2023.03.08,6:00:00,1.05294,1.05365,1.05294,1.0535,1417
2023.03.08,7:00:00,1.0535,1.05355,1.05244,1.05311,1459
2023.03.08,8:00:00,1.05311,1.05402,1.05305,1.054,1594
2023.03.08,9:00:00,1.05396,1.05471,1.05335,1.05436,3756
2023.03.08,10:00:00,1.05436,1.05482,1.05351,1.05368,4442
2023.03.08,11:00:00,1.05368,1.05487,1.05348,1.05356,4169
2023.03.08,12:00:00,1.05356,1.05463,1.05341,1.05394,3255
2023.03.08,13:00:00,1.05394,1.05448,1.05343,1.05379,2712
2023.03.08,14:00:00,1.05379,1.05493,1.05369,1.05468,2439
2023.03.08,15:00:00,1.05468,1.05491,1.05369,1.05412,6270
2023.03.08,16:00:00,1.05412,1.05618,1.05412,1.05564,6701
2023.03.08,17:00:00,1.05564,1.0574,1.05292,1.05527,13368
2023.03.08,18:00:00,1.05528,1.05679,1.05457,1.05479,5746
2023.03.08,19:00:00,1.05479,1.05521,1.05423,1.05452,3620
2023.03.08,20:00:00,1.05452,1.05501,1.05396,1.05427,3995
2023.03.08,21:00:00,1.05427,1.05507,1.05414,1.0546,2978
2023.03.08,22:00:00,1.0546,1.05502,1.05413,1.05477,2378
2023.03.08,23:00:00,1.05476,1.05477,1.05423,1.05442,773
2023.03.09,0:00:00,1.05445,1.05455,1.0537,1.05425,963
2023.03.09,1:00:00,1.05425,1.05496,1.05413,1.05487,487
2023.03.09,2:00:00,1.05487,1.05534,1.05444,1.05468,1374
2023.03.09,3:00:00,1.05469,1.05487,1.0538,1.05405,1448
2023.03.09,4:00:00,1.05406,1.05485,1.05394,1.05454,1052
2023.03.09,5:00:00,1.05454,1.05509,1.05434,1.05492,817
2023.03.09,6:00:00,1.05493,1.05534,1.05459,1.05519,558
2023.03.09,7:00:00,1.05519,1.05555,1.055,1.05524,931
2023.03.09,8:00:00,1.05524,1.05549,1.05484,1.05513,1079
2023.03.09,9:00:00,1.05509,1.05596,1.05495,1.05563,1865
2023.03.09,10:00:00,1.05564,1.05633,1.05482,1.05575,2506
2023.03.09,11:00:00,1.05575,1.05698,1.05505,1.05585,2616
2023.03.09,12:00:00,1.05586,1.05687,1.05534,1.05664,3007
2023.03.09,13:00:00,1.05662,1.05814,1.05661,1.05711,3529
2023.03.09,14:00:00,1.05711,1.05719,1.05538,1.05594,2700
2023.03.09,15:00:00,1.05594,1.05777,1.05526,1.05743,6881
2023.03.09,16:00:00,1.05742,1.05865,1.05665,1.05753,6796
2023.03.09,17:00:00,1.05752,1.05857,1.05669,1.05686,6049
2023.03.09,18:00:00,1.05687,1.05839,1.05637,1.05758,4402
2023.03.09,19:00:00,1.05757,1.05795,1.05696,1.05772,3131
2023.03.09,20:00:00,1.05772,1.05903,1.0573,1.05897,4205
2023.03.09,21:00:00,1.05897,1.05913,1.05756,1.05758,3453
2023.03.09,22:00:00,1.05758,1.05829,1.05725,1.05793,4581
2023.03.09,23:00:00,1.05792,1.05821,1.05751,1.05814,1405
2023.03.10,0:00:00,1.0581,1.05844,1.05787,1.05808,583
2023.03.10,1:00:00,1.05809,1.05851,1.05781,1.05851,1041
2023.03.10,2:00:00,1.05852,1.05993,1.05852,1.05986,2381
2023.03.10,3:00:00,1.05987,1.05992,1.05893,1.05946,2219
2023.03.10,4:00:00,1.05946,1.05958,1.0579,1.05896,5228
2023.03.10,5:00:00,1.05894,1.05981,1.05856,1.05967,2240
2023.03.10,6:00:00,1.05967,1.05985,1.05932,1.05945,1853
2023.03.10,7:00:00,1.05945,1.05952,1.05858,1.05867,1780
2023.03.10,8:00:00,1.05866,1.05911,1.05813,1.05837,2242
2023.03.10,9:00:00,1.0584,1.06068,1.05838,1.05948,5132
2023.03.10,10:00:00,1.05948,1.05989,1.0574,1.05917,5994
2023.03.10,11:00:00,1.05916,1.05988,1.05799,1.05813,4657
2023.03.10,12:00:00,1.05814,1.06039,1.05778,1.05878,4164
2023.03.10,13:00:00,1.05878,1.06022,1.05867,1.05896,3545
2023.03.10,14:00:00,1.05896,1.05986,1.05807,1.05944,4756
2023.03.10,15:00:00,1.05943,1.06442,1.05819,1.06217,14421
2023.03.10,16:00:00,1.06218,1.06744,1.06121,1.06665,17777
2023.03.10,17:00:00,1.06669,1.07008,1.06669,1.06874,14095
2023.03.10,18:00:00,1.06874,1.06875,1.06553,1.06589,10982
2023.03.10,19:00:00,1.0659,1.06739,1.06556,1.06685,6781
2023.03.10,20:00:00,1.06685,1.06728,1.06397,1.06432,5513
2023.03.10,21:00:00,1.06432,1.06518,1.06361,1.06434,6902
2023.03.10,22:00:00,1.06436,1.06481,1.06368,1.06372,6038
2023.03.10,23:00:00,1.06371,1.06416,1.06365,1.06381,1203
2023.03.13,0:00:00,1.06993,1.07019,1.06769,1.06921,2649
2023.03.13,1:00:00,1.06917,1.07022,1.06774,1.06808,7908
2023.03.13,2:00:00,1.06808,1.06981,1.06757,1.06814,7914
2023.03.13,3:00:00,1.06814,1.06872,1.06639,1.06686,5790
2023.03.13,4:00:00,1.06684,1.07315,1.0668,1.07303,8377
2023.03.13,5:00:00,1.07304,1.07369,1.07163,1.0717,5789
2023.03.13,6:00:00,1.07171,1.07257,1.07164,1.07178,3514
2023.03.13,7:00:00,1.07179,1.07266,1.07172,1.07204,3347
2023.03.13,8:00:00,1.07203,1.07297,1.07131,1.07214,4336
2023.03.13,9:00:00,1.07216,1.07372,1.07159,1.07254,7346
2023.03.13,10:00:00,1.07253,1.0729,1.07041,1.07076,8471
2023.03.13,11:00:00,1.07076,1.07076,1.06626,1.06704,14970
2023.03.13,12:00:00,1.06705,1.0681,1.06603,1.06742,10705
2023.03.13,13:00:00,1.06742,1.06768,1.06576,1.06641,10773
2023.03.13,14:00:00,1.06642,1.06981,1.06504,1.06964,18248
2023.03.13,15:00:00,1.06962,1.07212,1.06854,1.06994,13000
2023.03.13,16:00:00,1.06991,1.0728,1.06968,1.07227,13218
2023.03.13,17:00:00,1.07226,1.07336,1.07117,1.07333,11939
2023.03.13,18:00:00,1.07333,1.07426,1.07227,1.07397,10092
2023.03.13,19:00:00,1.07397,1.07486,1.07332,1.07384,6091
2023.03.13,20:00:00,1.07387,1.07428,1.07294,1.0734,6436
2023.03.13,21:00:00,1.0734,1.07348,1.0721,1.07298,7689
2023.03.13,22:00:00,1.07298,1.07332,1.0726,1.07308,1866
2023.03.13,23:00:00,1.07274,1.07339,1.07271,1.07286,482
2023.03.14,0:00:00,1.07274,1.07304,1.0725,1.07268,3057
2023.03.14,1:00:00,1.07268,1.07293,1.07225,1.07228,1710
2023.03.14,2:00:00,1.07228,1.07242,1.07112,1.07191,4251
2023.03.14,3:00:00,1.07191,1.07213,1.07052,1.07085,4748
2023.03.14,4:00:00,1.07085,1.07129,1.06989,1.07008,3561
2023.03.14,5:00:00,1.07009,1.07072,1.06995,1.07027,2851
2023.03.14,6:00:00,1.07028,1.07069,1.06982,1.07026,1967
2023.03.14,7:00:00,1.07026,1.07082,1.06971,1.07076,2111
2023.03.14,8:00:00,1.07076,1.07157,1.06934,1.06974,6601
2023.03.14,9:00:00,1.06974,1.07022,1.0679,1.06899,7959
2023.03.14,10:00:00,1.06899,1.07075,1.06832,1.07065,8654
2023.03.14,11:00:00,1.07065,1.07135,1.06914,1.07114,6958
2023.03.14,12:00:00,1.07112,1.0721,1.07005,1.07203,5276
2023.03.14,13:00:00,1.07199,1.07283,1.07124,1.07219,5445
2023.03.14,14:00:00,1.07219,1.07488,1.06986,1.07356,16954
2023.03.14,15:00:00,1.07357,1.07436,1.06981,1.07081,14144
2023.03.14,16:00:00,1.07082,1.07298,1.07052,1.07178,9850
2023.03.14,17:00:00,1.0718,1.07316,1.07143,1.07211,6741
2023.03.14,18:00:00,1.07212,1.07257,1.07105,1.07174,6259
2023.03.14,19:00:00,1.07174,1.0743,1.07173,1.0733,8279
2023.03.14,20:00:00,1.0733,1.07496,1.0732,1.07417,6335
2023.03.14,21:00:00,1.07418,1.07434,1.07338,1.07417,4885
2023.03.14,22:00:00,1.0742,1.07425,1.07319,1.07324,1000
2023.03.14,23:00:00,1.07335,1.07352,1.07304,1.0731,151
2023.03.15,0:00:00,1.0731,1.07351,1.07305,1.07319,1813
2023.03.15,1:00:00,1.0732,1.07336,1.0725,1.07268,1072
2023.03.15,2:00:00,1.07268,1.07367,1.07252,1.0734,3035
2023.03.15,3:00:00,1.0734,1.07394,1.07312,1.07381,2717
2023.03.15,4:00:00,1.07383,1.07599,1.07375,1.07562,3724
2023.03.15,5:00:00,1.07562,1.07572,1.07494,1.0751,2083
2023.03.15,6:00:00,1.0751,1.07539,1.0743,1.07449,1727
2023.03.15,7:00:00,1.0745,1.07464,1.0736,1.07382,2403
2023.03.15,8:00:00,1.07383,1.07414,1.07307,1.07343,3199
2023.03.15,9:00:00,1.07344,1.07444,1.07275,1.07375,5742
2023.03.15,10:00:00,1.07375,1.07437,1.07268,1.07317,5857
2023.03.15,11:00:00,1.07316,1.0733,1.06657,1.06781,9748
2023.03.15,12:00:00,1.06781,1.06844,1.06197,1.06268,11737
2023.03.15,13:00:00,1.06268,1.06296,1.05805,1.05876,10985
2023.03.15,14:00:00,1.05875,1.05954,1.05526,1.05567,14691
2023.03.15,15:00:00,1.05564,1.05586,1.05224,1.05452,15199
2023.03.15,16:00:00,1.05452,1.05649,1.05295,1.05473,13280
2023.03.15,17:00:00,1.05478,1.05503,1.0516,1.05338,8694
2023.03.15,18:00:00,1.05338,1.05505,1.05276,1.05422,7525
2023.03.15,19:00:00,1.05422,1.05629,1.05422,1.05569,7737
2023.03.15,20:00:00,1.05569,1.05901,1.05473,1.05858,10524
2023.03.15,21:00:00,1.05857,1.05925,1.05746,1.05802,10368
2023.03.15,22:00:00,1.05802,1.05834,1.05739,1.05761,1748
2023.03.15,23:00:00,1.05767,1.05783,1.05753,1.05766,276
2023.03.16,0:00:00,1.05757,1.05812,1.05737,1.05783,2320
2023.03.16,1:00:00,1.05783,1.05889,1.05779,1.05816,2389
2023.03.16,2:00:00,1.05816,1.05982,1.05731,1.05897,5603
2023.03.16,3:00:00,1.05895,1.05991,1.0586,1.05938,6063
2023.03.16,4:00:00,1.05938,1.05968,1.05874,1.05924,3909
2023.03.16,5:00:00,1.05923,1.05988,1.059,1.05987,2707
2023.03.16,6:00:00,1.05988,1.06032,1.05975,1.06026,2274
2023.03.16,7:00:00,1.06026,1.06155,1.05984,1.06072,2651
2023.03.16,8:00:00,1.06073,1.06082,1.05993,1.06057,2877
2023.03.16,9:00:00,1.06056,1.06282,1.05928,1.06248,7097
